Time;latitude;longitude;T aria (°C);Umidità aria (%);pioggia (count);pioggia (mm);radiazione globale(W/m2);direzone vento (gradi);velocità vento (m/sec)
19-Jun-2025 04:00:00;37.6180191;14.97113609;18.45;94.6;0;0;64.1145;26.7525;NaN
19-Jun-2025 05:00:00;37.6180191;14.97113609;21;77.5;0;0;373.6415;41.2815;NaN
19-Jun-2025 06:00:00;37.6180191;14.97113609;22.6;67.4;0;0;599.231;70.1655;NaN
19-Jun-2025 07:00:00;37.6180191;14.97113609;23.75;65.5;0;0;797.364;37.497;NaN
19-Jun-2025 08:00:00;37.6180191;14.97113609;24.75;62.65;0;0;1038.659;235.509;NaN
19-Jun-2025 09:00:00;37.6180191;14.97113609;23.95;69.05;0;0;751.8485;173.217;NaN
19-Jun-2025 10:00:00;37.6180191;14.97113609;20.16666667;81.06666667;0;0;35.46933333;55.158;NaN
19-Jun-2025 11:00:00;37.6180191;14.97113609;18.9;99.9;0;0;163.951;30.189;NaN
19-Jun-2025 12:00:00;37.6180191;14.97113609;19.55;93.95;2;0.4;576.6075;26.8395;NaN
19-Jun-2025 13:00:00;37.6180191;14.97113609;19.1;87.4;3;0.6;261.5865;181.6125;NaN
19-Jun-2025 14:00:00;37.6180191;14.97113609;21.2;81.15;6;1.2;631.768;157.296;NaN
19-Jun-2025 15:00:00;37.6180191;14.97113609;21.55;79.45;0;0;469.5875;27.9705;NaN
19-Jun-2025 16:00:00;37.6180191;14.97113609;20.3;86.95;0;0;158.736;57.507;NaN
19-Jun-2025 17:00:00;37.6180191;14.97113609;18.55;89.45;0;0;18.6615;187.6155;NaN
19-Jun-2025 18:00:00;37.6180191;14.97113609;18.1;90.65;0;0;0.7025;23.6205;NaN
19-Jun-2025 19:00:00;37.6180191;14.97113609;18.4;83.35;0;0;0.002;24.7515;NaN
19-Jun-2025 20:00:00;37.6180191;14.97113609;17.45;90.45;1;0.2;0.002;56.6805;NaN
19-Jun-2025 21:00:00;37.6180191;14.97113609;16.3;96.35;3;0.6;0.002;180.8295;NaN
19-Jun-2025 22:00:00;37.6180191;14.97113609;16.65;98.25;3;0.6;0.002;9.4395;NaN
19-Jun-2025 23:00:00;37.6180191;14.97113609;16.9;99.5;0;0;0.001;15.051;NaN
20-Jun-2025 00:00:00;37.6180191;14.97113609;16.15;99.9;0;0;0;349.6095;NaN
20-Jun-2025 01:00:00;37.6180191;14.97113609;16.6;95.95;0;0;0;305.0655;NaN
20-Jun-2025 02:00:00;37.6180191;14.97113609;16.9;89.9;0;0;0.0015;12.6585;NaN
20-Jun-2025 03:00:00;37.6180191;14.97113609;16.65;88;0;0;4.6915;158.3835;NaN
20-Jun-2025 04:00:00;37.6180191;14.97113609;17.35;87.3;0;0;62.487;19.923;NaN
20-Jun-2025 05:00:00;37.6180191;14.97113609;19.1;87.3;2;0.4;286.46;86.8695;NaN
20-Jun-2025 06:00:00;37.6180191;14.97113609;20.2;82.15;0;0;275.7765;145.116;NaN
20-Jun-2025 07:00:00;37.6180191;14.97113609;22.45;74.15;0;0;444.171;192.096;NaN
20-Jun-2025 08:00:00;37.6180191;14.97113609;22.9;72.2;0;0;577.8525;191.7045;NaN
20-Jun-2025 09:00:00;37.6180191;14.97113609;25.5;61.95;0;0;1146.399;55.506;NaN
20-Jun-2025 10:00:00;37.6180191;14.97113609;26.45;54.95;0;0;1122.729;194.7495;NaN
20-Jun-2025 11:00:00;37.6180191;14.97113609;26.85;57.2;0;0;1222.3385;69.8175;NaN
20-Jun-2025 12:00:00;37.6180191;14.97113609;24.65;63.2;0;0;516.374;55.0275;NaN
20-Jun-2025 13:00:00;37.6180191;14.97113609;26.25;56.85;0;0;1153.8015;49.155;NaN
20-Jun-2025 14:00:00;37.6180191;14.97113609;23.3;70.05;0;0;227.102;197.664;NaN
20-Jun-2025 15:00:00;37.6180191;14.97113609;21.45;83.45;0;0;120.013;224.46;NaN
20-Jun-2025 16:00:00;37.6180191;14.97113609;21.7;83.65;0;0;271.4335;218.2395;NaN
20-Jun-2025 17:00:00;37.6180191;14.97113609;20.2;89.7;0;0;38.7855;23.0985;NaN
20-Jun-2025 18:00:00;37.6180191;14.97113609;18.25;96.6;0;0;1.654;173.8695;NaN
20-Jun-2025 19:00:00;37.6180191;14.97113609;17.55;97.45;0;0;0.002;188.8335;NaN
20-Jun-2025 20:00:00;37.6180191;14.97113609;17.25;97.8;0;0;0.002;31.4505;NaN
20-Jun-2025 21:00:00;37.6180191;14.97113609;16.5;99;0;0;0.002;179.916;NaN
20-Jun-2025 22:00:00;37.6180191;14.97113609;16.15;94.7;0;0;0.002;176.3925;NaN
20-Jun-2025 23:00:00;37.6180191;14.97113609;16.9;87.7;0;0;0.001;182.613;NaN
21-Jun-2025 00:00:00;37.6180191;14.97113609;16.7;87.2;0;0;0;352.2195;NaN
21-Jun-2025 01:00:00;37.6180191;14.97113609;16.55;79.05;0;0;0;353.22;NaN
21-Jun-2025 02:00:00;37.6180191;14.97113609;20.4;61.75;0;0;0.0035;175.1745;NaN
21-Jun-2025 03:00:00;37.6180191;14.97113609;18.05;73;0;0;10.951;17.9655;NaN
21-Jun-2025 04:00:00;37.6180191;14.97113609;20.1;68.95;0;0;67.953;173.739;NaN
21-Jun-2025 05:00:00;37.6180191;14.97113609;24.15;61.1;0;0;393.4995;88.6965;NaN
21-Jun-2025 06:00:00;37.6180191;14.97113609;24.15;60.45;0;0;600.067;141.375;NaN
21-Jun-2025 07:00:00;37.6180191;14.97113609;26.15;54.75;0;0;798.8115;164.43;NaN
21-Jun-2025 08:00:00;37.6180191;14.97113609;27.55;53.5;0;0;1094.2775;206.625;NaN
21-Jun-2025 09:00:00;37.6180191;14.97113609;26.1;58.55;0;0;719.113;205.1025;NaN
21-Jun-2025 10:00:00;37.6180191;14.97113609;26.45;60.7;0;0;726.038;142.506;NaN
21-Jun-2025 11:00:00;37.6180191;14.97113609;26;63.35;0;0;688.1375;35.844;NaN
21-Jun-2025 12:00:00;37.6180191;14.97113609;25.5;75.4;0;0;322.1115;215.586;NaN
21-Jun-2025 13:00:00;37.6180191;14.97113609;24.7;90;2;0.4;677.812;46.632;NaN
21-Jun-2025 14:00:00;37.6180191;14.97113609;24.95;83.7;2;0.4;574.4505;74.907;NaN
21-Jun-2025 15:00:00;37.6180191;14.97113609;24.75;77.15;0;0;363.1695;32.7555;NaN
21-Jun-2025 16:00:00;37.6180191;14.97113609;24.05;81.8;0;0;312.281;56.1585;NaN
21-Jun-2025 17:00:00;37.6180191;14.97113609;23.15;80.9;0;0;57.486;131.9355;NaN
21-Jun-2025 18:00:00;37.6180191;14.97113609;20.15;95.3;0;0;1.87;326.424;NaN
21-Jun-2025 19:00:00;37.6180191;14.97113609;19.55;93.5;0;0;0.002;333.6885;NaN
21-Jun-2025 20:00:00;37.6180191;14.97113609;19.1;91.05;0;0;0.002;326.598;NaN
21-Jun-2025 21:00:00;37.6180191;14.97113609;18.65;86.65;0;0;0.002;321.9;NaN
21-Jun-2025 22:00:00;37.6180191;14.97113609;18.3;84.1;0;0;0.002;313.4175;NaN
21-Jun-2025 23:00:00;37.6180191;14.97113609;17.15;85.35;0;0;0.001;341.6055;NaN
22-Jun-2025 00:00:00;37.6180191;14.97113609;17.3;81.1;0;0;0;187.1805;NaN
22-Jun-2025 01:00:00;37.6180191;14.97113609;17.45;78.3;0;0;0;333.993;NaN
22-Jun-2025 02:00:00;37.6180191;14.97113609;18.2;77.75;0;0;0.003;356.265;NaN
22-Jun-2025 03:00:00;37.6180191;14.97113609;17.95;80.2;0;0;11.921;179.4375;NaN
22-Jun-2025 04:00:00;37.6180191;14.97113609;18.9;81.35;0;0;91.12;180.351;NaN
22-Jun-2025 05:00:00;37.6180191;14.97113609;23.9;66.9;0;0;419.1875;67.1205;NaN
22-Jun-2025 06:00:00;37.6180191;14.97113609;24.65;64;0;0;612.7465;178.1325;NaN
22-Jun-2025 07:00:00;37.6180191;14.97113609;25.55;63.05;0;0;790.065;146.9865;NaN
22-Jun-2025 08:00:00;37.6180191;14.97113609;26.45;62.4;0;0;950.934;111.795;NaN
22-Jun-2025 09:00:00;37.6180191;14.97113609;27.15;62.9;0;0;803.1235;165.561;NaN
22-Jun-2025 10:00:00;37.6180191;14.97113609;26.75;64.85;0;0;439.5095;146.682;NaN
22-Jun-2025 11:00:00;37.6180191;14.97113609;27.5;61;0;0;596.295;55.158;NaN
22-Jun-2025 12:00:00;37.6180191;14.97113609;29.1;53.3;0;0;568.3675;226.9395;NaN
22-Jun-2025 13:00:00;37.6180191;14.97113609;29;54.55;0;0;905.589;82.911;NaN
22-Jun-2025 14:00:00;37.6180191;14.97113609;27.2;56.45;0;0;593.302;110.8815;NaN
22-Jun-2025 15:00:00;37.6180191;14.97113609;25.75;56.2;0;0;488.834;63.7275;NaN
22-Jun-2025 16:00:00;37.6180191;14.97113609;26.1;56;0;0;333.3515;80.1705;NaN
22-Jun-2025 17:00:00;37.6180191;14.97113609;24.85;62;0;0;106.1285;87.7395;NaN
22-Jun-2025 18:00:00;37.6180191;14.97113609;21.4;70.3;0;0;1.763;318.7245;NaN
22-Jun-2025 19:00:00;37.6180191;14.97113609;19.55;78.8;0;0;0.002;345.477;NaN
22-Jun-2025 20:00:00;37.6180191;14.97113609;19.05;80.75;0;0;0.002;350.784;NaN
22-Jun-2025 21:00:00;37.6180191;14.97113609;18.25;83.9;0;0;0.002;179.742;NaN
22-Jun-2025 22:00:00;37.6180191;14.97113609;17.95;84.65;0;0;0.002;355.221;NaN
22-Jun-2025 23:00:00;37.6180191;14.97113609;17.2;87.95;0;0;0.001;334.9065;NaN
23-Jun-2025 00:00:00;37.6180191;14.97113609;17.1;87.1;0;0;0;330.2955;NaN
23-Jun-2025 01:00:00;37.6180191;14.97113609;18.1;81.75;0;0;0;187.659;NaN
23-Jun-2025 02:00:00;37.6180191;14.97113609;18.85;76.2;0;0;0.003;230.376;NaN
23-Jun-2025 03:00:00;37.6180191;14.97113609;18.5;75.3;0;0;8.8015;178.263;NaN
23-Jun-2025 04:00:00;37.6180191;14.97113609;19.5;75.1;0;0;93.2835;179.2635;NaN
23-Jun-2025 05:00:00;37.6180191;14.97113609;24.45;60.95;0;0;418.6525;152.1195;NaN
23-Jun-2025 06:00:00;37.6180191;14.97113609;25.4;55.8;0;0;589.9585;145.464;NaN
23-Jun-2025 07:00:00;37.6180191;14.97113609;27.2;53.05;0;0;736.279;73.428;NaN
23-Jun-2025 08:00:00;37.6180191;14.97113609;27.26666667;53.66666667;0;0;864.2336667;128.963;NaN
23-Jun-2025 09:00:00;37.6180191;14.97113609;28.6;51;0;0;1001.908;134.502;NaN
23-Jun-2025 10:00:00;37.6180191;14.97113609;29.05;50.3;0;0;998.4975;143.463;NaN
23-Jun-2025 11:00:00;37.6180191;14.97113609;25.1;63.4;0;0;233.3845;40.02;NaN
23-Jun-2025 12:00:00;37.6180191;14.97113609;29;54.3;0;0;733.7875;64.3365;NaN
23-Jun-2025 13:00:00;37.6180191;14.97113609;24;81.4;0;0;284.3535;61.422;NaN
23-Jun-2025 14:00:00;37.6180191;14.97113609;25.3;69.8;0;0;388.2635;242.3385;NaN
23-Jun-2025 15:00:00;37.6180191;14.97113609;25.4;59.15;0;0;359.1575;265.002;NaN
23-Jun-2025 16:00:00;37.6180191;14.97113609;26.9;54.3;0;0;349.9825;163.7775;NaN
23-Jun-2025 17:00:00;37.6180191;14.97113609;25.05;59.6;0;0;113.965;255.9975;NaN
23-Jun-2025 18:00:00;37.6180191;14.97113609;21.45;71.2;0;0;2.7295;345.303;NaN
23-Jun-2025 19:00:00;37.6180191;14.97113609;18.85;82.9;0;0;0;164.5605;NaN
23-Jun-2025 20:00:00;37.6180191;14.97113609;17.85;79.6;0;0;0;327.3375;NaN
23-Jun-2025 21:00:00;37.6180191;14.97113609;17.75;82.7;0;0;0;335.124;NaN
23-Jun-2025 22:00:00;37.6180191;14.97113609;17.25;84.85;0;0;0;329.3385;NaN
23-Jun-2025 23:00:00;37.6180191;14.97113609;17.6;76.65;0;0;0;241.425;NaN
24-Jun-2025 00:00:00;37.6180191;14.97113609;18.95;70.45;0;0;0;16.443;NaN
24-Jun-2025 01:00:00;37.6180191;14.97113609;20;66.8;0;0;0;342.3015;NaN
24-Jun-2025 02:00:00;37.6180191;14.97113609;18.7;68.25;0;0;0.0035;316.2015;NaN
24-Jun-2025 03:00:00;37.6180191;14.97113609;19.25;63.85;0;0;10.546;252.6915;NaN
24-Jun-2025 04:00:00;37.6180191;14.97113609;19.8;62.1;0;0;71.0435;198.2295;NaN
24-Jun-2025 05:00:00;37.6180191;14.97113609;24.2;57.65;0;0;399.8945;68.8605;NaN
24-Jun-2025 06:00:00;37.6180191;14.97113609;26.7;49.5;0;0;610.0565;126.063;NaN
24-Jun-2025 07:00:00;37.6180191;14.97113609;26.85;49.85;0;0;777.095;158.1225;NaN
24-Jun-2025 08:00:00;37.6180191;14.97113609;28.8;42.75;0;0;963.399;94.917;NaN
24-Jun-2025 09:00:00;37.6180191;14.97113609;29.75;41.3;0;0;1063.074;145.5945;NaN
24-Jun-2025 10:00:00;37.6180191;14.97113609;30.8;40.15;0;0;1108.3065;131.109;NaN
24-Jun-2025 11:00:00;37.6180191;14.97113609;30.95;48.9;0;0;1087.256;97.7445;NaN
24-Jun-2025 12:00:00;37.6180191;14.97113609;30.4;49.05;0;0;1014.2265;98.919;NaN
24-Jun-2025 13:00:00;37.6180191;14.97113609;30;53.55;0;0;899.889;36.3225;NaN
24-Jun-2025 14:00:00;37.6180191;14.97113609;30.25;50.65;0;0;739.3095;43.587;NaN
24-Jun-2025 15:00:00;37.6180191;14.97113609;29.45;55.85;0;0;543.931;43.239;NaN
24-Jun-2025 16:00:00;37.6180191;14.97113609;28.65;55.15;0;0;343.641;71.514;NaN
24-Jun-2025 17:00:00;37.6180191;14.97113609;26.3;61.45;0;0;109.018;68.556;NaN
24-Jun-2025 18:00:00;37.6180191;14.97113609;23.25;72.05;0;0;2.3505;308.589;NaN
24-Jun-2025 19:00:00;37.6180191;14.97113609;21.95;65.35;0;0;0;351.2625;NaN
24-Jun-2025 20:00:00;37.6180191;14.97113609;21.1;67.15;0;0;0;356.265;NaN
24-Jun-2025 21:00:00;37.6180191;14.97113609;20.75;68.45;0;0;0;198.3165;NaN
24-Jun-2025 22:00:00;37.6180191;14.97113609;20.5;69.45;0;0;0;334.341;NaN
24-Jun-2025 23:00:00;37.6180191;14.97113609;20.45;69.3;0;0;0;186.3975;NaN
25-Jun-2025 00:00:00;37.6180191;14.97113609;20.25;67.05;0;0;0;349.0875;NaN
25-Jun-2025 01:00:00;37.6180191;14.97113609;19.55;65.4;0;0;0;350.958;NaN
25-Jun-2025 02:00:00;37.6180191;14.97113609;19.7;59.95;0;0;0.004;340.431;NaN
25-Jun-2025 03:00:00;37.6180191;14.97113609;19.55;56.95;0;0;12.8345;326.859;NaN
25-Jun-2025 04:00:00;37.6180191;14.97113609;20.9;56.9;0;0;88.543;353.046;NaN
25-Jun-2025 05:00:00;37.6180191;14.97113609;26.3;52.05;0;0;438.298;80.388;NaN
25-Jun-2025 06:00:00;37.6180191;14.97113609;27.65;45.95;0;0;635.042;186.702;NaN
25-Jun-2025 07:00:00;37.6180191;14.97113609;28.8;45.45;0;0;808.4015;155.817;NaN
25-Jun-2025 08:00:00;37.6180191;14.97113609;29.6;45.55;0;0;950.527;174.4785;NaN
25-Jun-2025 09:00:00;37.6180191;14.97113609;30.9;41.5;0;0;1056.095;225.504;NaN
25-Jun-2025 10:00:00;37.6180191;14.97113609;31.6;39.45;0;0;1101.4495;109.794;NaN
25-Jun-2025 11:00:00;37.6180191;14.97113609;31.75;39.45;0;0;1106.5345;118.1025;NaN
25-Jun-2025 12:00:00;37.6180191;14.97113609;32.1;36.15;0;0;1001.0205;45.936;NaN
25-Jun-2025 13:00:00;37.6180191;14.97113609;31.65;33.95;0;0;893.844;154.686;NaN
25-Jun-2025 14:00:00;37.6180191;14.97113609;31.6;34.65;0;0;737.608;68.2515;NaN
25-Jun-2025 15:00:00;37.6180191;14.97113609;30.3;40.25;0;0;542.8835;24.708;NaN
25-Jun-2025 16:00:00;37.6180191;14.97113609;29.55;35.35;0;0;342.679;65.1195;NaN
25-Jun-2025 17:00:00;37.6180191;14.97113609;27.1;38.45;0;0;116.944;15.0945;NaN
25-Jun-2025 18:00:00;37.6180191;14.97113609;23.5;42.7;0;0;1.536;143.724;NaN
25-Jun-2025 19:00:00;37.6180191;14.97113609;22.03333333;44.86666667;0;0;0;342.78;NaN
25-Jun-2025 20:00:00;37.6180191;14.97113609;20.85;50.6;0;0;0;343.389;NaN
25-Jun-2025 21:00:00;37.6180191;14.97113609;20.6;53.75;0;0;0;325.5105;NaN
25-Jun-2025 22:00:00;37.6180191;14.97113609;20.75;57.15;0;0;0;177.48;NaN
25-Jun-2025 23:00:00;37.6180191;14.97113609;20.8;56.1;0;0;0;176.523;NaN
26-Jun-2025 00:00:00;37.6180191;14.97113609;20.95;55.95;0;0;0;230.0715;NaN
26-Jun-2025 01:00:00;37.6180191;14.97113609;20.7;55.85;0;0;0;337.6035;NaN
26-Jun-2025 02:00:00;37.6180191;14.97113609;21;56.45;0;0;0.004;324.858;NaN
26-Jun-2025 03:00:00;37.6180191;14.97113609;20.85;53.95;0;0;13.106;182.8305;NaN
26-Jun-2025 04:00:00;37.6180191;14.97113609;21.7;52.75;0;0;84.4445;178.3935;NaN
26-Jun-2025 05:00:00;37.6180191;14.97113609;27.7;46.75;0;0;430.7665;53.2005;NaN
26-Jun-2025 06:00:00;37.6180191;14.97113609;29.15;43.25;0;0;627.0495;123.9315;NaN
26-Jun-2025 07:00:00;37.6180191;14.97113609;29.65;42.9;0;0;804.2925;137.9385;NaN
26-Jun-2025 08:00:00;37.6180191;14.97113609;30.3;42.7;0;0;946.702;148.4655;NaN
26-Jun-2025 09:00:00;37.6180191;14.97113609;30.8;40.85;0;0;1046.874;95.178;NaN
26-Jun-2025 10:00:00;37.6180191;14.97113609;32.05;39.65;0;0;1101.238;140.679;NaN
26-Jun-2025 11:00:00;37.6180191;14.97113609;32.5;39.8;0;0;1094.167;116.1885;NaN
26-Jun-2025 12:00:00;37.6180191;14.97113609;33.2;38.95;0;0;1031.107;60.987;NaN
26-Jun-2025 13:00:00;37.6180191;14.97113609;32.55;40.8;0;0;905.2175;52.983;NaN
26-Jun-2025 14:00:00;37.6180191;14.97113609;31.8;42.85;0;0;738.988;178.002;NaN
26-Jun-2025 15:00:00;37.6180191;14.97113609;30.85;45.5;0;0;555.516;49.8945;NaN
26-Jun-2025 16:00:00;37.6180191;14.97113609;30.05;47.2;0;0;347.3865;190.3995;NaN
26-Jun-2025 17:00:00;37.6180191;14.97113609;28.525;50.075;0;0;107.69775;146.0295;NaN
26-Jun-2025 18:00:00;37.6180191;14.97113609;24.55;59.15;0;0;2.367;239.7285;NaN
26-Jun-2025 19:00:00;37.6180191;14.97113609;23.15;61.45;0;0;0;125.8455;NaN
26-Jun-2025 20:00:00;37.6180191;14.97113609;23.05;57.15;0;0;0;316.506;NaN
26-Jun-2025 21:00:00;37.6180191;14.97113609;22.5;57.95;0;0;0;304.413;NaN
26-Jun-2025 22:00:00;37.6180191;14.97113609;21.5;60.35;0;0;0;337.647;NaN
26-Jun-2025 23:00:00;37.6180191;14.97113609;20.55;62.2;0;0;0;333.906;NaN
27-Jun-2025 00:00:00;37.6180191;14.97113609;20.7;55.2;0;0;0;232.2465;NaN
27-Jun-2025 01:00:00;37.6180191;14.97113609;21.43333333;47.43333333;0;0;0;345.796;NaN
27-Jun-2025 02:00:00;37.6180191;14.97113609;21.5;46.95;0;0;0.0045;325.206;NaN
27-Jun-2025 03:00:00;37.6180191;14.97113609;21.7;44.03333333;0;0;17.308;343.795;NaN
27-Jun-2025 04:00:00;37.6180191;14.97113609;22.55;46.65;0;0;91.1785;340.866;NaN
27-Jun-2025 05:00:00;37.6180191;14.97113609;28.5;40.3;0;0;459.558;185.6145;NaN
27-Jun-2025 06:00:00;37.6180191;14.97113609;29.95;38.55;0;0;662.5175;128.238;NaN
27-Jun-2025 07:00:00;37.6180191;14.97113609;30.25;41.2;0;0;780.878;198.5775;NaN
27-Jun-2025 08:00:00;37.6180191;14.97113609;31.45;37.8;0;0;977.7185;176.5665;NaN
27-Jun-2025 09:00:00;37.6180191;14.97113609;32.4;35.8;0;0;1041.8;237.162;NaN
27-Jun-2025 10:00:00;37.6180191;14.97113609;33;34.15;0;0;1066.1;168.519;NaN
27-Jun-2025 11:00:00;37.6180191;14.97113609;33.8;37.4;0;0;1071.2715;177.393;NaN
27-Jun-2025 12:00:00;37.6180191;14.97113609;33.85;39.75;0;0;1026.5825;99.1365;NaN
27-Jun-2025 13:00:00;37.6180191;14.97113609;34.05;38.8;0;0;906.4385;65.9025;NaN
27-Jun-2025 14:00:00;37.6180191;14.97113609;33.65;40.65;0;0;743.026;60.2475;NaN
27-Jun-2025 15:00:00;37.6180191;14.97113609;33.3;41.65;0;0;557.611;132.9795;NaN
27-Jun-2025 16:00:00;37.6180191;14.97113609;31.8;41.45;0;0;350.4815;221.1975;NaN
27-Jun-2025 17:00:00;37.6180191;14.97113609;29;47.15;0;0;112.132;155.5995;NaN
27-Jun-2025 18:00:00;37.6180191;14.97113609;25.4;58.55;0;0;2.2165;263.4795;NaN
27-Jun-2025 19:00:00;37.6180191;14.97113609;24.25;54.15;0;0;0.002;173.043;NaN
27-Jun-2025 20:00:00;37.6180191;14.97113609;24.25;53.95;0;0;0.002;265.2195;NaN
27-Jun-2025 21:00:00;37.6180191;14.97113609;22.16666667;58.4;0;0;0.002;6.989;NaN
27-Jun-2025 22:00:00;37.6180191;14.97113609;20.85;65.25;0;0;0.002;347.913;NaN
27-Jun-2025 23:00:00;37.6180191;14.97113609;20.15;69.55;0;0;0.001;184.092;NaN
28-Jun-2025 00:00:00;37.6180191;14.97113609;19.55;60.75;0;0;0;338.517;NaN
28-Jun-2025 01:00:00;37.6180191;14.97113609;20.75;53.7;0;0;0;171.912;NaN
28-Jun-2025 02:00:00;37.6180191;14.97113609;20.5;48.2;0;0;0.0025;255.9105;NaN
28-Jun-2025 03:00:00;37.6180191;14.97113609;20.8;47.1;0;0;11.6725;181.4385;NaN
28-Jun-2025 04:00:00;37.6180191;14.97113609;22.45;46.2;0;0;80.6715;322.3785;NaN
28-Jun-2025 05:00:00;37.6180191;14.97113609;27.3;42.6;0;0;396.344;141.81;NaN
28-Jun-2025 06:00:00;37.6180191;14.97113609;29.1;42.55;0;0;608.728;168.954;NaN
28-Jun-2025 07:00:00;37.6180191;14.97113609;29.5;43;0;0;776.809;246.384;NaN
28-Jun-2025 08:00:00;37.6180191;14.97113609;30.7;43.05;0;0;924.648;124.236;NaN
28-Jun-2025 09:00:00;37.6180191;14.97113609;31.65;39.95;0;0;1063.132;210.3225;NaN
28-Jun-2025 10:00:00;37.6180191;14.97113609;32.55;38.8;0;0;1024.357;105.6615;NaN
28-Jun-2025 11:00:00;37.6180191;14.97113609;33.25;43.45;0;0;1123.524;145.1595;NaN
28-Jun-2025 12:00:00;37.6180191;14.97113609;33.45;49.1;0;0;1125.566;37.7145;NaN
28-Jun-2025 13:00:00;37.6180191;14.97113609;31.3;52.5;0;0;971.887;63.336;NaN
28-Jun-2025 14:00:00;37.6180191;14.97113609;30.1;58.95;0;0;0;146.9865;NaN
28-Jun-2025 15:00:00;37.6180191;14.97113609;29.6;59;0;0;0;161.8635;NaN
28-Jun-2025 16:00:00;37.6180191;14.97113609;27.85;64.6;0;0;0;187.311;NaN
28-Jun-2025 17:00:00;37.6180191;14.97113609;25.9;74.2;0;0;0;245.862;NaN
28-Jun-2025 18:00:00;37.6180191;14.97113609;23.1;86.9;0;0;0;12.6585;NaN
28-Jun-2025 19:00:00;37.6180191;14.97113609;21.7;87.05;0;0;0;196.0545;NaN
28-Jun-2025 20:00:00;37.6180191;14.97113609;22.5;77.8;0;0;0;191.4;NaN
28-Jun-2025 21:00:00;37.6180191;14.97113609;20.65;78.5;0;0;0;344.2155;NaN
28-Jun-2025 22:00:00;37.6180191;14.97113609;21.65;67.45;0;0;0;310.242;NaN
28-Jun-2025 23:00:00;37.6180191;14.97113609;20.6;70.55;0;0;0;178.3065;NaN
29-Jun-2025 00:00:00;37.6180191;14.97113609;20.15;73.5;0;0;0;326.598;NaN
29-Jun-2025 01:00:00;37.6180191;14.97113609;19.9;75.05;0;0;0;345.477;NaN
29-Jun-2025 02:00:00;37.6180191;14.97113609;19.65;75.6;0;0;0;180.525;NaN
29-Jun-2025 03:00:00;37.6180191;14.97113609;19.15;78.75;0;0;0;5.8725;NaN
29-Jun-2025 04:00:00;37.6180191;14.97113609;20.7;74.65;0;0;0;333.906;NaN
29-Jun-2025 05:00:00;37.6180191;14.97113609;25.3;58.75;0;0;0;95.5695;NaN
29-Jun-2025 06:00:00;37.6180191;14.97113609;26.6;56;0;0;0;176.8275;NaN
29-Jun-2025 07:00:00;37.6180191;14.97113609;27.25;55.65;0;0;0;94.395;NaN
29-Jun-2025 08:00:00;37.6180191;14.97113609;29.1;52.45;0;0;0;154.1205;NaN
29-Jun-2025 09:00:00;37.6180191;14.97113609;30.25;49.5;0;0;0;169.5195;NaN
29-Jun-2025 10:00:00;37.6180191;14.97113609;29.75;53.3;0;0;0;140.418;NaN
29-Jun-2025 11:00:00;37.6180191;14.97113609;29.9;55.7;0;0;0;61.596;NaN
29-Jun-2025 12:00:00;37.6180191;14.97113609;30;56.55;0;0;0;159.9495;NaN
29-Jun-2025 13:00:00;37.6180191;14.97113609;30.5;54.6;0;0;0;43.5;NaN
29-Jun-2025 14:00:00;37.6180191;14.97113609;29.7;54.1;0;0;705.848;84.999;NaN
29-Jun-2025 15:00:00;37.6180191;14.97113609;29.25;52.45;0;0;421.8815;77.517;NaN
29-Jun-2025 16:00:00;37.6180191;14.97113609;28.05;55.4;0;0;345.8585;20.967;NaN
29-Jun-2025 17:00:00;37.6180191;14.97113609;25.15;61.45;0;0;106.214;40.281;NaN
29-Jun-2025 18:00:00;37.6180191;14.97113609;22.9;68.55;0;0;2.172;120.843;NaN
29-Jun-2025 19:00:00;37.6180191;14.97113609;21;74;0;0;0.002;207.06;NaN
29-Jun-2025 20:00:00;37.6180191;14.97113609;19.4;81.05;0;0;0.002;337.386;NaN
29-Jun-2025 21:00:00;37.6180191;14.97113609;18.8;84.2;0;0;0.002;346.608;NaN
29-Jun-2025 22:00:00;37.6180191;14.97113609;18.8;84.6;0;0;0.002;340.3875;NaN
29-Jun-2025 23:00:00;37.6180191;14.97113609;18.26666667;87.36666667;0;0;0.001333333;347.072;NaN
30-Jun-2025 00:00:00;37.6180191;14.97113609;17.85;87.55;0;0;0;339.3435;NaN
30-Jun-2025 01:00:00;37.6180191;14.97113609;17.8;82.5;0;0;0;326.1195;NaN
30-Jun-2025 02:00:00;37.6180191;14.97113609;17.65;82.4;0;0;0.0025;317.6805;NaN
30-Jun-2025 03:00:00;37.6180191;14.97113609;18.6;75.45;0;0;10.127;332.6445;NaN
30-Jun-2025 04:00:00;37.6180191;14.97113609;19.7;67.25;0;0;67.396;23.577;NaN
30-Jun-2025 05:00:00;37.6180191;14.97113609;24.75;58.15;0;0;438.0835;317.8545;NaN
30-Jun-2025 06:00:00;37.6180191;14.97113609;26.55;51.4;0;0;631.226;209.061;NaN
30-Jun-2025 07:00:00;37.6180191;14.97113609;27.65;48.55;0;0;814.17;228.375;NaN
30-Jun-2025 08:00:00;37.6180191;14.97113609;28.3;47.3;0;0;937.813;149.8575;NaN
30-Jun-2025 09:00:00;37.6180191;14.97113609;30.85;40.6;0;0;1027.9275;161.7765;NaN
