Time;latitude;longitude;extT;rh;pluv;radN;wdir_ana;wsp_ana
24-Sep-2024 10:00:00;37.52692413;14.57836723;28.5;56.36;0;12.7794;NaN;NaN
24-Sep-2024 11:00:00;37.52692413;14.57836723;29.3;54.65;0;9.1665;NaN;NaN
24-Sep-2024 12:00:00;37.52692413;14.57836723;29.56666667;54.66666667;0;3.803;NaN;NaN
24-Sep-2024 13:00:00;37.52692413;14.57836723;29.55;58.65;0;2.8415;NaN;NaN
24-Sep-2024 14:00:00;37.52692413;14.57836723;28.85;60.6;0;2.5755;NaN;NaN
24-Sep-2024 15:00:00;37.52692413;14.57836723;28.65;64.2;0;2.6825;NaN;NaN
24-Sep-2024 16:00:00;37.52692413;14.57836723;28.3;62.05;0;2.328;NaN;NaN
24-Sep-2024 17:00:00;37.52692413;14.57836723;27.85;59.55;0;1.4995;NaN;NaN
24-Sep-2024 18:00:00;37.52692413;14.57836723;27.75;59.9;0;1.0005;NaN;NaN
24-Sep-2024 19:00:00;37.52692413;14.57836723;27.75;61.1;0;1;NaN;NaN
24-Sep-2024 20:00:00;37.52692413;14.57836723;27.7;61.75;0;1;NaN;NaN
24-Sep-2024 21:00:00;37.52692413;14.57836723;27.6;62.45;0;1;NaN;NaN
24-Sep-2024 22:00:00;37.52692413;14.57836723;27.45;62.5;0;1;NaN;NaN
24-Sep-2024 23:00:00;37.52692413;14.57836723;27.35;62.85;0;1;NaN;NaN
25-Sep-2024 00:00:00;37.52692413;14.57836723;27.25;63.25;0;1;NaN;NaN
25-Sep-2024 01:00:00;37.52692413;14.57836723;27.15;64.05;0;1;NaN;NaN
25-Sep-2024 02:00:00;37.52692413;14.57836723;27.05;64.1;0;1;NaN;NaN
25-Sep-2024 03:00:00;37.52692413;14.57836723;26.9;61.35;0;1;NaN;NaN
25-Sep-2024 04:00:00;37.52692413;14.57836723;26.75;59.1;0;1.005;NaN;NaN
25-Sep-2024 05:00:00;37.52692413;14.57836723;26.55;58.8;0;2.147;NaN;NaN
25-Sep-2024 06:00:00;37.52692413;14.57836723;26.85;58.15;0;5.223;NaN;NaN
25-Sep-2024 07:00:00;37.52692413;14.57836723;27.7;54.3;0;8.2235;NaN;NaN
25-Sep-2024 08:00:00;37.52692413;14.57836723;28.9;50.7;0;11.956;NaN;NaN
26-Sep-2024 14:00:00;37.52692413;14.57836723;30.74;48.84;0;638.0476;206.5462;NaN
26-Sep-2024 15:00:00;37.52692413;14.57836723;30.1;50.4;0;391.642;258.607;NaN
26-Sep-2024 16:00:00;37.52692413;14.57836723;28.35;53;0;103.031;237.379;NaN
26-Sep-2024 17:00:00;37.52692413;14.57836723;26.25;59.55;0;1.1525;210.1045;NaN
26-Sep-2024 18:00:00;37.52692413;14.57836723;24.65;71.9;0;1;162.907;NaN
26-Sep-2024 19:00:00;37.52692413;14.57836723;24.05;73.65;0;1;179.8285;NaN
26-Sep-2024 20:00:00;37.52692413;14.57836723;23.1;79.1;0;1;275.1805;NaN
26-Sep-2024 21:00:00;37.52692413;14.57836723;22.4;77.4;0;1;217.1515;NaN
26-Sep-2024 22:00:00;37.52692413;14.57836723;22.15;82.6;0;1;261.826;NaN
26-Sep-2024 23:00:00;37.52692413;14.57836723;21.2;90.2;0;1;247.906;NaN
27-Sep-2024 00:00:00;37.52692413;14.57836723;20.9;95.35;0;1;232.4635;NaN
27-Sep-2024 01:00:00;37.52692413;14.57836723;20.3;98;0;1;244.252;NaN
27-Sep-2024 02:00:00;37.52692413;14.57836723;19.9;100;0;1;231.985;NaN
27-Sep-2024 03:00:00;37.52692413;14.57836723;20.15;98.55;0;1;223.633;NaN
27-Sep-2024 04:00:00;37.52692413;14.57836723;19.7;100;0;2.39;232.333;NaN
27-Sep-2024 05:00:00;37.52692413;14.57836723;20.5;94.25;0;176.6915;205.0585;NaN
27-Sep-2024 06:00:00;37.52692413;14.57836723;22.95;79.55;0;461.7925;272.3095;NaN
27-Sep-2024 07:00:00;37.52692413;14.57836723;26.1;64.35;0;673.9075;267.8725;NaN
27-Sep-2024 08:00:00;37.52692413;14.57836723;28.65;50;0;841.686;248.254;NaN
27-Sep-2024 09:00:00;37.52692413;14.57836723;30.55;44.75;0;961.875;257.4325;NaN
27-Sep-2024 10:00:00;37.52692413;14.57836723;31.95;43.6;0;1022.001;235.117;NaN
